text,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,conversation_id,created_at,in_reply_to_user_id,author_id,id
""".@traderjoe_xyz's  lending platform Banker Joe integrated @chainlink's Price Feeds on @avalancheavax, helping to secure its lending and borrowing operations and enabling it to quickly scale to accommodate surging demand from users."" https://t.co/I7ePp9nhAr https://t.co/tAlyXVK2Kr",0,0,0,0,1470954264436506626,2021-12-15T03:10:00.000Z,,1379996986913480708,1470954264436506626
@sw4g_ct @lolsrslywtfnow @avalancheavax @SushiSwap A month? Lmao. And look at what they were providing USDC. Over 2x more. But you won’t talk about that will you?,0,0,0,0,1470576578547662858,2021-12-15T03:09:50.000Z,822516153956216832,1330244598288031747,1470954224913555459
@Avalanche_Space @circlepay @avalancheavax this is good news for us and for all the fans that @Circlepay has announced a support for USD Coin $ USDC for @Avalanchevax and we believe you will continue to do so,0,0,0,0,1470807255700602881,2021-12-15T03:08:38.000Z,1409531617773723650,1414247723990097925,1470953919295950852
@avalancheavax @circlepay More people would be using @avalancheavax  if you had UST!!! https://t.co/K48IqOWqGg,0,0,1,0,1470726766973050884,2021-12-15T03:07:57.000Z,1055894724245155841,1377118707852275714,1470953747266166790
"@el33th4xor @avalancheavax 🏎 RARI GAMES 

🚀 First #P2E #Metaverse racing game - Private Sale 12/19/21🏁

✅ 8% #BNB  Rewards
✅ Audit Incoming
✅ Streaming Network
✅ #RARIVERSE + #NFT Collectables
https://t.co/wcLsXuqNLV
https://t.co/QKimWo8hx3

#PRESALE #Play2Earn #PlayToEarn #BSC  #BSCGems #NFT $RARI https://t.co/wH6TWdPZvQ",0,0,0,0,1470771638551601152,2021-12-15T03:07:38.000Z,399412477,1122298350068322304,1470953670468509696
@revol_space @Wonderland_fi @danielesesta @avalancheavax $MAXI fixes this,1,0,3,0,1470809401057431552,2021-12-15T03:06:30.000Z,1347690074880659457,1234856188858126336,1470953383754227716
It is the DeFi @avalancheavax https://t.co/U1CoCK236J,0,0,4,0,1470953064471449601,2021-12-15T03:05:14.000Z,,1419750412261933056,1470953064471449601
"@AvaxRarity 
@avalancheavax 
@AvalaunchApp 

Old School, good old days. https://t.co/PPeP6ovGUu",0,0,1,0,1470952976030511108,2021-12-15T03:04:53.000Z,1441400509798121478,2964350816,1470952976030511108
"@avalancheavax Join UCC's Biggest Airdrop Campaign Now
Total 2,500,000 UCC tokens worth $500,000
The reward will be for all of you who have completed the steps below.
Link: https://t.co/cBIX7Fyw3b
TIME: 07/12/2021 - 12/25/2021
#UCC #UNICORNCHAIN #META365 #Airdrop",0,0,0,0,1468343514090160129,2021-12-15T03:03:40.000Z,1055894724245155841,1468441169558650883,1470952670559350787
@jayks17 @avalancheavax Home of the seer rug,0,0,0,0,1470785199109808129,2021-12-15T03:00:36.000Z,1004339517799698434,1025431977007230976,1470951898396209153
@avaxholic @PlayCrabada @AxialDeFi @penguin_defi @avalancheavax @AvawareAVE @GetKalao @traderjoe_xyz Y’all forgetting @PapaDAOofficial,0,0,0,0,1470949806595973120,2021-12-15T02:56:20.000Z,1392040970431074309,1457482306348896259,1470950824314474501
"@Crypto777Casino Great project

@avalancheavax @Shibtoken @AngelsCreedGame",0,0,0,0,1469591703061475332,2021-12-15T02:49:47.000Z,1468266300136898561,1454992703440130049,1470949178528256005
@Avalanche_Space @circlepay @avalancheavax Take the lead @circlepay! Bringin thet USDC is a powerful move. @avalancheavax is about to embracr the #DEFI fully. Let's look forward!,0,0,0,0,1470807255700602881,2021-12-15T02:49:19.000Z,1409531617773723650,1446268645651353615,1470949058130821120
"@coinbase @avalancheavax Should look into APEFUND! Love Shark Tank? Apefund is a social token that works by vetting future projects with AMA's in an 'Ape Tank' style! This one of the hidden gems in BSC!
#apefund #socialtoken #cryptocurrency #apetank #DAO 
@ApeFundOfficial",0,0,0,0,1470482322977873920,2021-12-15T02:48:41.000Z,574032254,1468014721609572352,1470948900005552129
@sw4g_ct @avalancheavax @SushiSwap Dani &gt; Joe. No brainer. Sushi here we come.,0,0,5,0,1470576578547662858,2021-12-15T02:46:56.000Z,822516153956216832,1329574647415730177,1470948461461704704
@XuanHua84523533 @revol_space @Wonderland_fi @danielesesta @avalancheavax F off with your nonsense clown.,0,0,1,0,1470809401057431552,2021-12-15T02:43:08.000Z,1342969668554747904,1439440356886683656,1470947502794977284
"@avalancheavax is on the move after that @TwitterSpaces on #NFTs 
#NFT 
#AVAX",0,0,0,0,1470947169385467907,2021-12-15T02:41:48.000Z,1055894724245155841,1178414919936626688,1470947169385467907
"@el33th4xor @avalancheavax The beauty of subways is that you can never truly “miss the train”, just wait for the next (opportunity) to come back again and again. #OurShipHasNotSailed #StillEarly",0,0,1,0,1470771638551601152,2021-12-15T02:40:03.000Z,399412477,1348597552917086216,1470946729218514950
"@gokhshteinmedia @avalancheavax @avalabsofficial @Mr_A1Hunt @blk_exc @_AndrewForte @Underrated_Dom 🏎 RARI GAMES 

🚀 First #P2E #Metaverse racing game - Private Sale 12/19/21🏁

✅ 8% #BNB  Rewards
✅ Audit Incoming
✅ Streaming Network
✅ #RARIVERSE + #NFT Collectables
https://t.co/wcLsXuqNLV
https://t.co/QKimWo8hx3

#PRESALE #Play2Earn #PlayToEarn #BSC  #BSCGems #NFT $RARI https://t.co/wPPjwLJCML",0,0,0,0,1470849875352997900,2021-12-15T02:37:00.000Z,1061044193269833728,1122298350068322304,1470945958988972033
"@yresnob @avalancheavax please bring this to eRSDL it will save the project IMO

i know liquidity across two ecosystems will be tough to manage but i think it’s do-able",0,0,0,0,1470821802377039873,2021-12-15T02:34:09.000Z,7886242,1309683174008553472,1470945244476686340
"@DeFi12345 @avalancheavax @0xPolygon https://t.co/mIudT9QBmb
 check this out and please join if you are interested. @stagDAO  and https://t.co/Q6sSKPoECx collab.",0,0,0,0,1470498118932312078,2021-12-15T02:27:01.000Z,1452247349514969097,1450643471769931776,1470943449411166210
