conversation_id,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,text,in_reply_to_user_id,id,created_at,author_id
1493413308627513346,0,0,0,0,@fthwfc @avalancheavax @ICPi_Pi cool https://t.co/HRW9EmNfk4,974558946177380359,1493413308627513346,2022-02-15T02:34:13.000Z,974558946177380359
1493410540449792001,0,0,2,0,@WendallLambo @JadeProtocol @BinanceChain @avalancheavax Trojan horse https://t.co/HP96RJXbag,1418719731406704641,1493413115941187584,2022-02-15T02:33:27.000Z,1465098237589671936
1493259982586138625,0,0,0,0,@Avalanche_Space @morphie_network @avalancheavax More uses can now get a full tone deals with this launch. Users can surely have the best products around,1409531617773723650,1493412594253586435,2022-02-15T02:31:23.000Z,1470075456015974401
1493336997242580992,0,0,3,0,@ForSaleTurkey @EarnElexir @avalancheavax @POTUS @EarnElexir has a @ParisStGermainn feel about it @Cristiano next maybe !!,236329621,1493412412237701124,2022-02-15T02:30:39.000Z,1491845368350494728
1493094078312972288,0,1,2,0,"@buballer02 @jdome42 @Powernodes_ @avalancheavax Yes an avax validator is good but if avax is gonna triple, than fantom is gonna 100x. fantom gives more opportunity and incentives to their community anyway. So if we’re gonna argue which validator (since both are investments that show protocol longevity) then should have beenftm",18752231,1493411936347856903,2022-02-15T02:28:46.000Z,769603796376903680
1493259982586138625,0,0,0,0,@Avalanche_Space @morphie_network @avalancheavax Everyone's encourage to watch this live that hosted by morphine network &amp; Avalancheavax to adding our ideas regarding the platform they have!,1409531617773723650,1493411881192947712,2022-02-15T02:28:33.000Z,1424301179916361731
1492964356602175490,0,0,1,0,@cryptotrys @EarnElexir @avalancheavax @EarnElexir seems the next wizard in the @avalancheavax cauldron,1379072276117737474,1493411507065008135,2022-02-15T02:27:04.000Z,1491845368350494728
1493094078312972288,0,0,0,0,@buballer02 @jdome42 @Powernodes_ @avalancheavax I think spending money only in crypto is bad and makes it even more ponzi-like. protocols should be doing real life investments to protect their investors and the protocols health during a crypto-bear market which is bound to come,18752231,1493411397186867207,2022-02-15T02:26:37.000Z,769603796376903680
1493411199366672390,0,0,1,0,"Are @avalancheavax  grants still available?

https://t.co/yOpptczit3

This link is now a 404.",,1493411199366672390,2022-02-15T02:25:50.000Z,2896786754
1493410540449792001,2,2,32,0,The timing is perfect for @JadeProtocol. Launched on @BinanceChain on Nov. 20th and re-launching on @avalancheavax very shortly. $JADE https://t.co/aRnnqIrYbU,,1493410540449792001,2022-02-15T02:23:13.000Z,1418719731406704641
1493233554511130626,0,0,0,0,@Avalanche_Space @ZeroSwapLabs @avalancheavax This integrations will bring us great benefits and great services to gasless swaps . I'm excited to a lot of opportunities you bring to all of us.,1409531617773723650,1493410299096961031,2022-02-15T02:22:16.000Z,927190365672693760
1493200541358465025,0,0,0,0,"@cryptoatlas_io @ElrondNetwork @bitfinex @eth_classic @Shibtoken @cryptocom @Theta_Network @avalancheavax @klaytn_official 💎 Lucky Shiba Inu GRAND #presale 16 FEB 3PM UTC  💎

💰24/7 LUCKY DRAW
💰LUCKY DRAWS FOR HOLDERS
💰AUTO REWARDS
🔥HYPER-DEFLATION
🔥BUYBACK &amp; BURN
💧AUTO LIQUIDITY
🔒 LOCKED &amp; VESTED TOKENS
✅ NO DEV WALLET
✅ KYC &amp; AUDIT

https://t.co/slr9diQ3he 
https://t.co/m06MXYVcza",1249042570757488648,1493410054774476803,2022-02-15T02:21:17.000Z,1389069552315559941
1493401089433120770,0,1,0,0,"@Bitcoinbeach @maxkeiser https://t.co/VLU3JZRoaw

Control your own $$$$$$. 
@terra_money 
@cosmos 
@avalancheavax 
@0xPolygon",1158640986181890049,1493409205335769093,2022-02-15T02:17:55.000Z,1365285273396015113
1493407649198751751,0,0,3,0,"Price performance of @avalancheavax ecosystem in last 7 days by @AVAXDaily!🔺

Congrats to: @HeroesChained $HEC

#avax #Avalanche #gem #BSCGEM #BSC #binance #NFT #NFTGiveaway #NFTGiveaway #NFTdrop #TokenSale #IDO #ICO #IFO https://t.co/DsJtW28Vn7",,1493407649198751751,2022-02-15T02:11:44.000Z,52712776
1493233554511130626,0,0,0,0,@Avalanche_Space @ZeroSwapLabs @avalancheavax It was a great integration! Have an access to this staking offerings. Don't miss this chances!,1409531617773723650,1493406793871077390,2022-02-15T02:08:20.000Z,1359146916551000065
1493357143734599683,0,0,0,0,@defi_launch @CanaryDex @avalancheavax Nice,1439703022175727617,1493406755271094272,2022-02-15T02:08:11.000Z,1309074574861053954
1493233554511130626,0,0,0,0,"@Avalanche_Space @ZeroSwapLabs @avalancheavax More swaps, more earning. Users will surely love this one. Nee chsin earnings are coming.",1409531617773723650,1493406080646270977,2022-02-15T02:05:30.000Z,1470075456015974401
1493233554511130626,0,0,0,0,@Avalanche_Space @ZeroSwapLabs @avalancheavax Mpre swapping for AVAX users. Time to have great cross chain deals.,1409531617773723650,1493403965597241344,2022-02-15T01:57:06.000Z,1446268645651353615
1493233554511130626,0,0,0,0,@Avalanche_Space @ZeroSwapLabs @avalancheavax These two will result in a significant increase in non-staking earnings. That's worth keeping an eye on!,1409531617773723650,1493403408887578624,2022-02-15T01:54:53.000Z,1455402756626272259
